Gene stable ID	Gene stable ID version	Human gene name	Human gene stable ID
ENSMUSG00000058173	ENSMUSG00000058173.12	SMCO4	ENSG00000166002
ENSMUSG00000056529	ENSMUSG00000056529.7	PTAFR	ENSG00000169403
ENSMUSG00000040543	ENSMUSG00000040543.16	PITPNM3	ENSG00000091622
ENSMUSG00000038949	ENSMUSG00000038949.8	CNST	ENSG00000162852
ENSMUSG00000040841	ENSMUSG00000040841.5	SIX5	ENSG00000177045
ENSMUSG00000054074	ENSMUSG00000054074.9	SKIDA1	ENSG00000180592
ENSMUSG00000090958	ENSMUSG00000090958.2	LRRC32	ENSG00000137507
ENSMUSG00000063065	ENSMUSG00000063065.13	MAPK3	ENSG00000102882
ENSMUSG00000028776	ENSMUSG00000028776.14	TINAGL1	ENSG00000142910
ENSMUSG00000034311	ENSMUSG00000034311.3	KIF4A	ENSG00000090889
ENSMUSG00000027566	ENSMUSG00000027566.15	PSMA7	ENSG00000101182
ENSMUSG00000034031	ENSMUSG00000034031.5	CCDC182	ENSG00000166329
ENSMUSG00000029017	ENSMUSG00000029017.13	PMPCB	ENSG00000105819
ENSMUSG00000049764	ENSMUSG00000049764.8	ZNF280B	ENSG00000275004
ENSMUSG00000029147	ENSMUSG00000029147.11	PPM1G	ENSG00000115241
ENSMUSG00000026743	ENSMUSG00000026743.16	MLLT10	ENSG00000078403
ENSMUSG00000061911	ENSMUSG00000061911.15	MYT1L	ENSG00000186487
ENSMUSG00000025478	ENSMUSG00000025478.15	DPYSL4	ENSG00000151640
ENSMUSG00000029757	ENSMUSG00000029757.16	DYNC1I1	ENSG00000158560
ENSMUSG00000030751	ENSMUSG00000030751.18	PSMA1	ENSG00000129084
ENSMUSG00000037624	ENSMUSG00000037624.15	KCNK2	ENSG00000082482
ENSMUSG00000031521	ENSMUSG00000031521.5	AGA	ENSG00000038002
ENSMUSG00000027408	ENSMUSG00000027408.7	CPXM1	ENSG00000088882
ENSMUSG00000032259	ENSMUSG00000032259.8	DRD2	ENSG00000149295
ENSMUSG00000015668	ENSMUSG00000015668.13	PDZD11	ENSG00000120509
ENSMUSG00000021423	ENSMUSG00000021423.6	LY86	ENSG00000112799
ENSMUSG00000090165	ENSMUSG00000090165.8	UGT1A8	ENSG00000242366
ENSMUSG00000090165	ENSMUSG00000090165.8	UGT1A7	ENSG00000244122
ENSMUSG00000090165	ENSMUSG00000090165.8	UGT1A10	ENSG00000242515
ENSMUSG00000090165	ENSMUSG00000090165.8	UGT1A9	ENSG00000241119
ENSMUSG00000051469	ENSMUSG00000051469.14	ZNF24	ENSG00000172466
ENSMUSG00000040857	ENSMUSG00000040857.15	ERF	ENSG00000105722
ENSMUSG00000030232	ENSMUSG00000030232.18	AEBP2	ENSG00000139154
ENSMUSG00000096139	ENSMUSG00000096139.4	PRAMEF2	ENSG00000120952
ENSMUSG00000096139	ENSMUSG00000096139.4	PRAMEF5	ENSG00000270601
ENSMUSG00000096139	ENSMUSG00000096139.4	PRAMEF7	ENSG00000204510
ENSMUSG00000096139	ENSMUSG00000096139.4	PRAMEF26	ENSG00000280267
ENSMUSG00000096139	ENSMUSG00000096139.4	PRAMEF17	ENSG00000204479
ENSMUSG00000096139	ENSMUSG00000096139.4	PRAMEF20	ENSG00000204478
ENSMUSG00000096139	ENSMUSG00000096139.4	PRAMEF6	ENSG00000232423
ENSMUSG00000096139	ENSMUSG00000096139.4	PRAMEF12	ENSG00000116726
ENSMUSG00000096139	ENSMUSG00000096139.4	PRAMEF4	ENSG00000243073
ENSMUSG00000096139	ENSMUSG00000096139.4	PRAMEF1	ENSG00000116721
ENSMUSG00000096139	ENSMUSG00000096139.4	PRAMEF14	ENSG00000204481
ENSMUSG00000096139	ENSMUSG00000096139.4	PRAMEF10	ENSG00000187545
ENSMUSG00000096139	ENSMUSG00000096139.4	PRAMEF15	ENSG00000204501
ENSMUSG00000096139	ENSMUSG00000096139.4	PRAMEF18	ENSG00000279804
ENSMUSG00000096139	ENSMUSG00000096139.4	PRAMEF25	ENSG00000229571
ENSMUSG00000096139	ENSMUSG00000096139.4	PRAMEF13	ENSG00000279169
ENSMUSG00000096139	ENSMUSG00000096139.4	PRAMEF11	ENSG00000239810
ENSMUSG00000096139	ENSMUSG00000096139.4	PRAMEF27	ENSG00000274764
ENSMUSG00000096139	ENSMUSG00000096139.4	PRAMEF33	ENSG00000237700
ENSMUSG00000096139	ENSMUSG00000096139.4	PRAMEF8	ENSG00000182330
ENSMUSG00000096139	ENSMUSG00000096139.4	PRAMEF19	ENSG00000204480
ENSMUSG00000096139	ENSMUSG00000096139.4	PRAMEF9	ENSG00000204505
ENSMUSG00000053070	ENSMUSG00000053070.5	CFAP300	ENSG00000137691
ENSMUSG00000029014	ENSMUSG00000029014.14	DNAJC2	ENSG00000105821
ENSMUSG00000019558	ENSMUSG00000019558.14	AC136616.1	ENSG00000273554
ENSMUSG00000019558	ENSMUSG00000019558.14	SLC6A8	ENSG00000130821
ENSMUSG00000039838	ENSMUSG00000039838.11	SLC45A1	ENSG00000162426
ENSMUSG00000033083	ENSMUSG00000033083.16	TBC1D4	ENSG00000136111
ENSMUSG00000068394	ENSMUSG00000068394.4	CEP152	ENSG00000103995
ENSMUSG00000015214	ENSMUSG00000015214.14	MTMR1	ENSG00000063601
ENSMUSG00000034987	ENSMUSG00000034987.4	HRH2	ENSG00000113749
ENSMUSG00000071636	ENSMUSG00000071636.8	RIMBP3	ENSG00000275793
ENSMUSG00000071636	ENSMUSG00000071636.8	RIMBP3B	ENSG00000274600
ENSMUSG00000071636	ENSMUSG00000071636.8	RIMBP3C	ENSG00000183246
ENSMUSG00000019718	ENSMUSG00000019718.8	L3HYPDH	ENSG00000126790
ENSMUSG00000090124	ENSMUSG00000090124.7	UGT1A6	ENSG00000167165
ENSMUSG00000031595	ENSMUSG00000031595.9	PDGFRL	ENSG00000104213
ENSMUSG00000037697	ENSMUSG00000037697.19	DDHD1	ENSG00000100523
ENSMUSG00000000938	ENSMUSG00000000938.11	HOXA10	ENSG00000253293
ENSMUSG00000018599	ENSMUSG00000018599.5	MIEF2	ENSG00000177427
ENSMUSG00000026740	ENSMUSG00000026740.12	DNAJC1	ENSG00000136770
ENSMUSG00000025241	ENSMUSG00000025241.16	FYCO1	ENSG00000163820
ENSMUSG00000035946	ENSMUSG00000035946.7	GSX2	ENSG00000180613
ENSMUSG00000036918	ENSMUSG00000036918.16	TTC7A	ENSG00000068724
ENSMUSG00000069378	ENSMUSG00000069378.14	PRDM6	ENSG00000061455
ENSMUSG00000001473	ENSMUSG00000001473.7	TUBB6	ENSG00000176014
ENSMUSG00000043635	ENSMUSG00000043635.12	ADAMTS3	ENSG00000156140
ENSMUSG00000054659	ENSMUSG00000054659.13	PM20D2	ENSG00000146281
ENSMUSG00000040165	ENSMUSG00000040165.14	CD209	ENSG00000090659
ENSMUSG00000090799	ENSMUSG00000090799.2	KLHL33	ENSG00000185271
ENSMUSG00000021553	ENSMUSG00000021553.14	SLC28A3	ENSG00000197506
ENSMUSG00000058569	ENSMUSG00000058569.8	TMED9	ENSG00000184840
ENSMUSG00000029208	ENSMUSG00000029208.16	GUF1	ENSG00000151806
ENSMUSG00000056429	ENSMUSG00000056429.4	TGOLN2	ENSG00000152291
ENSMUSG00000030703	ENSMUSG00000030703.8	GDPD3	ENSG00000102886
ENSMUSG00000026734	ENSMUSG00000026734.9	C10orf67	ENSG00000179133
ENSMUSG00000038210	ENSMUSG00000038210.10	HOXA11	ENSG00000005073
ENSMUSG00000027875	ENSMUSG00000027875.12	HMGCS2	ENSG00000134240
ENSMUSG00000055313	ENSMUSG00000055313.14	PGBD1	ENSG00000137338
ENSMUSG00000044595	ENSMUSG00000044595.10	DND1	ENSG00000256453
ENSMUSG00000030835	ENSMUSG00000030835.6	NOMO3	ENSG00000103226
ENSMUSG00000030835	ENSMUSG00000030835.6	NOMO1	ENSG00000103512
ENSMUSG00000030835	ENSMUSG00000030835.6	NOMO2	ENSG00000185164
ENSMUSG00000029368	ENSMUSG00000029368.10	ALB	ENSG00000163631
ENSMUSG00000089943	ENSMUSG00000089943.1	UGT1A4	ENSG00000244474
ENSMUSG00000089943	ENSMUSG00000089943.1	UGT1A3	ENSG00000243135
ENSMUSG00000089943	ENSMUSG00000089943.1	UGT1A5	ENSG00000240224
ENSMUSG00000056666	ENSMUSG00000056666.13	RETSAT	ENSG00000042445
ENSMUSG00000042660	ENSMUSG00000042660.8	WDR55	ENSG00000120314
ENSMUSG00000062300	ENSMUSG00000062300.14	NECTIN2	ENSG00000130202
ENSMUSG00000033918	ENSMUSG00000033918.16	AC131160.1	ENSG00000283765
ENSMUSG00000033918	ENSMUSG00000033918.16	PARL	ENSG00000175193
ENSMUSG00000018395	ENSMUSG00000018395.19	KIF3A	ENSG00000131437
ENSMUSG00000036814	ENSMUSG00000036814.13	SLC6A20	ENSG00000163817
ENSMUSG00000040528	ENSMUSG00000040528.15	MILR1	ENSG00000271605
ENSMUSG00000049692	ENSMUSG00000049692.7	TMEM239	ENSG00000198326
ENSMUSG00000000711	ENSMUSG00000000711.3	RAB5B	ENSG00000111540
ENSMUSG00000046634	ENSMUSG00000046634.12	PKD1L1	ENSG00000158683
ENSMUSG00000049988	ENSMUSG00000049988.5	LRRC25	ENSG00000175489
ENSMUSG00000022228	ENSMUSG00000022228.14	ZSCAN26	ENSG00000197062
ENSMUSG00000100963	ENSMUSG00000100963.1	AL035460.1	ENSG00000241690
ENSMUSG00000090145	ENSMUSG00000090145.7	UGT1A6	ENSG00000167165
ENSMUSG00000051056	ENSMUSG00000051056.5	GJA10	ENSG00000135355
ENSMUSG00000054889	ENSMUSG00000054889.10	DSP	ENSG00000096696
ENSMUSG00000068739	ENSMUSG00000068739.13	SARS	ENSG00000031698
ENSMUSG00000026322	ENSMUSG00000026322.9	HTR4	ENSG00000164270
ENSMUSG00000048799	ENSMUSG00000048799.8	CEP120	ENSG00000168944
ENSMUSG00000029685	ENSMUSG00000029685.15	ASB15	ENSG00000146809
ENSMUSG00000052117	ENSMUSG00000052117.5	C9orf152	ENSG00000188959
ENSMUSG00000028967	ENSMUSG00000028967.10	ERRFI1	ENSG00000116285
ENSMUSG00000030310	ENSMUSG00000030310.10	SLC6A1	ENSG00000157103
ENSMUSG00000038508	ENSMUSG00000038508.7	GDF15	ENSG00000130513
ENSMUSG00000027318	ENSMUSG00000027318.17	ADAM33	ENSG00000149451
ENSMUSG00000052581	ENSMUSG00000052581.13	LRRTM4	ENSG00000176204
ENSMUSG00000089960	ENSMUSG00000089960.1	UGT1A1	ENSG00000241635
ENSMUSG00000052525	ENSMUSG00000052525.14	SPDYA	ENSG00000163806
ENSMUSG00000028367	ENSMUSG00000028367.5	TXN	ENSG00000136810
ENSMUSG00000003528	ENSMUSG00000003528.15	SLC25A1	ENSG00000100075
ENSMUSG00000072814	ENSMUSG00000072814.10	PRAMEF2	ENSG00000120952
ENSMUSG00000072814	ENSMUSG00000072814.10	PRAMEF5	ENSG00000270601
ENSMUSG00000072814	ENSMUSG00000072814.10	PRAMEF7	ENSG00000204510
ENSMUSG00000072814	ENSMUSG00000072814.10	PRAMEF26	ENSG00000280267
ENSMUSG00000072814	ENSMUSG00000072814.10	PRAMEF17	ENSG00000204479
ENSMUSG00000072814	ENSMUSG00000072814.10	PRAMEF20	ENSG00000204478
ENSMUSG00000072814	ENSMUSG00000072814.10	PRAMEF6	ENSG00000232423
ENSMUSG00000072814	ENSMUSG00000072814.10	PRAMEF12	ENSG00000116726
ENSMUSG00000072814	ENSMUSG00000072814.10	PRAMEF4	ENSG00000243073
ENSMUSG00000072814	ENSMUSG00000072814.10	PRAMEF1	ENSG00000116721
ENSMUSG00000072814	ENSMUSG00000072814.10	PRAMEF14	ENSG00000204481
ENSMUSG00000072814	ENSMUSG00000072814.10	PRAMEF10	ENSG00000187545
ENSMUSG00000072814	ENSMUSG00000072814.10	PRAMEF15	ENSG00000204501
ENSMUSG00000072814	ENSMUSG00000072814.10	PRAMEF18	ENSG00000279804
ENSMUSG00000072814	ENSMUSG00000072814.10	PRAMEF25	ENSG00000229571
ENSMUSG00000072814	ENSMUSG00000072814.10	PRAMEF13	ENSG00000279169
ENSMUSG00000072814	ENSMUSG00000072814.10	PRAMEF11	ENSG00000239810
ENSMUSG00000072814	ENSMUSG00000072814.10	PRAMEF27	ENSG00000274764
ENSMUSG00000072814	ENSMUSG00000072814.10	PRAMEF33	ENSG00000237700
ENSMUSG00000072814	ENSMUSG00000072814.10	PRAMEF8	ENSG00000182330
ENSMUSG00000072814	ENSMUSG00000072814.10	PRAMEF19	ENSG00000204480
ENSMUSG00000072814	ENSMUSG00000072814.10	PRAMEF9	ENSG00000204505
ENSMUSG00000060509	ENSMUSG00000060509.5	XCR1	ENSG00000173578
ENSMUSG00000032359	ENSMUSG00000032359.14	CTSH	ENSG00000103811
ENSMUSG00000000378	ENSMUSG00000000378.15	CCM2	ENSG00000136280
ENSMUSG00000019854	ENSMUSG00000019854.17	REPS1	ENSG00000135597
ENSMUSG00000025804	ENSMUSG00000025804.5	CCR1	ENSG00000163823
ENSMUSG00000020362	ENSMUSG00000020362.13	CNOT6	ENSG00000113300
ENSMUSG00000008153	ENSMUSG00000008153.12	CLSTN3	ENSG00000139182
ENSMUSG00000002984	ENSMUSG00000002984.17	TOMM40	ENSG00000130204
ENSMUSG00000038013	ENSMUSG00000038013.14	WIPF2	ENSG00000171475
ENSMUSG00000031400	ENSMUSG00000031400.10	G6PD	ENSG00000160211
ENSMUSG00000090171	ENSMUSG00000090171.1	UGT1A4	ENSG00000244474
ENSMUSG00000090171	ENSMUSG00000090171.1	UGT1A3	ENSG00000243135
ENSMUSG00000090171	ENSMUSG00000090171.1	UGT1A5	ENSG00000240224
ENSMUSG00000033411	ENSMUSG00000033411.16	CTDSPL2	ENSG00000137770
ENSMUSG00000039691	ENSMUSG00000039691.10	TSPAN10	ENSG00000182612
ENSMUSG00000064039	ENSMUSG00000064039.4	CCR1	ENSG00000163823
ENSMUSG00000025189	ENSMUSG00000025189.9	CNNM1	ENSG00000119946
ENSMUSG00000035448	ENSMUSG00000035448.9	CCR3	ENSG00000183625
ENSMUSG00000024527	ENSMUSG00000024527.10	AFG3L2	ENSG00000141385
ENSMUSG00000049103	ENSMUSG00000049103.14	CCR2	ENSG00000121807
ENSMUSG00000043110	ENSMUSG00000043110.2	LRRN4	ENSG00000125872
ENSMUSG00000025497	ENSMUSG00000025497.15	CDHR5	ENSG00000099834
ENSMUSG00000032257	ENSMUSG00000032257.6	ANKK1	ENSG00000170209
ENSMUSG00000079227	ENSMUSG00000079227.10	CCR5	ENSG00000160791
ENSMUSG00000089675	ENSMUSG00000089675.1	UGT1A8	ENSG00000242366
ENSMUSG00000089675	ENSMUSG00000089675.1	UGT1A7	ENSG00000244122
ENSMUSG00000089675	ENSMUSG00000089675.1	UGT1A10	ENSG00000242515
ENSMUSG00000089675	ENSMUSG00000089675.1	UGT1A9	ENSG00000241119
ENSMUSG00000030847	ENSMUSG00000030847.8	BAG3	ENSG00000151929
ENSMUSG00000090175	ENSMUSG00000090175.1	UGT1A8	ENSG00000242366
ENSMUSG00000090175	ENSMUSG00000090175.1	UGT1A7	ENSG00000244122
ENSMUSG00000090175	ENSMUSG00000090175.1	UGT1A10	ENSG00000242515
ENSMUSG00000090175	ENSMUSG00000090175.1	UGT1A9	ENSG00000241119
ENSMUSG00000048865	ENSMUSG00000048865.16	ARHGAP30	ENSG00000186517
ENSMUSG00000009588	ENSMUSG00000009588.9	ST6GALNAC1	ENSG00000070526
ENSMUSG00000059248	ENSMUSG00000059248.13	SEPTIN9	ENSG00000184640
ENSMUSG00000005078	ENSMUSG00000005078.16	JKAMP	ENSG00000050130
ENSMUSG00000025867	ENSMUSG00000025867.8	CPLX2	ENSG00000145920
ENSMUSG00000041949	ENSMUSG00000041949.6	TANGO6	ENSG00000103047
ENSMUSG00000044712	ENSMUSG00000044712.15	SLC38A6	ENSG00000139974
ENSMUSG00000115236	ENSMUSG00000115236.1	VN1R5	ENSG00000197617
ENSMUSG00000019080	ENSMUSG00000019080.8	MFSD3	ENSG00000167700
ENSMUSG00000041057	ENSMUSG00000041057.10	WDR43	ENSG00000163811
ENSMUSG00000026278	ENSMUSG00000026278.14	BOK	ENSG00000176720
ENSMUSG00000039483	ENSMUSG00000039483.10	ASB6	ENSG00000148331
ENSMUSG00000020659	ENSMUSG00000020659.16	CBLL1	ENSG00000105879
ENSMUSG00000054612	ENSMUSG00000054612.4	MGMT	ENSG00000170430
ENSMUSG00000003309	ENSMUSG00000003309.14	AP1M2	ENSG00000129354
ENSMUSG00000033762	ENSMUSG00000033762.8	RECQL4	ENSG00000160957
ENSMUSG00000054545	ENSMUSG00000054545.17	UGT1A6	ENSG00000167165
ENSMUSG00000093804	ENSMUSG00000093804.3	OR4F16	ENSG00000284662
ENSMUSG00000093804	ENSMUSG00000093804.3	OR4F29	ENSG00000284733
ENSMUSG00000093804	ENSMUSG00000093804.3	OR4F21	ENSG00000176269
ENSMUSG00000093804	ENSMUSG00000093804.3	OR4F3	ENSG00000230178
ENSMUSG00000093803	ENSMUSG00000093803.3	PPP2R3B	ENSG00000167393
ENSMUSG00000050248	ENSMUSG00000050248.11	EVC2	ENSG00000173040
ENSMUSG00000031506	ENSMUSG00000031506.11	PTPN7	ENSG00000143851
ENSMUSG00000053279	ENSMUSG00000053279.8	ALDH1A1	ENSG00000165092
ENSMUSG00000021086	ENSMUSG00000021086.5	CCDC175	ENSG00000151838
ENSMUSG00000036557	ENSMUSG00000036557.8	STPG4	ENSG00000239605
ENSMUSG00000028463	ENSMUSG00000028463.14	CA9	ENSG00000107159
ENSMUSG00000085139	ENSMUSG00000085139.1	SERTM2	ENSG00000260802
ENSMUSG00000063704	ENSMUSG00000063704.13	MAPK15	ENSG00000181085
ENSMUSG00000071185	ENSMUSG00000071185.5	OR1I1	ENSG00000094661
ENSMUSG00000000869	ENSMUSG00000000869.12	IL4	ENSG00000113520
ENSMUSG00000028692	ENSMUSG00000028692.14	AKR1A1	ENSG00000117448
ENSMUSG00000029209	ENSMUSG00000029209.15	GNPDA2	ENSG00000163281
ENSMUSG00000026672	ENSMUSG00000026672.11	OPTN	ENSG00000123240
ENSMUSG00000057981	ENSMUSG00000057981.5	VN1R5	ENSG00000197617
ENSMUSG00000039396	ENSMUSG00000039396.11	NEIL3	ENSG00000109674
ENSMUSG00000020718	ENSMUSG00000020718.12	POLG2	ENSG00000256525
ENSMUSG00000023411	ENSMUSG00000023411.12	NFATC4	ENSG00000100968
ENSMUSG00000036438	ENSMUSG00000036438.14	CALM2	ENSG00000143933
ENSMUSG00000034109	ENSMUSG00000034109.15	GOLIM4	ENSG00000173905
ENSMUSG00000022306	ENSMUSG00000022306.9	ZFPM2	ENSG00000169946
ENSMUSG00000025934	ENSMUSG00000025934.15	GSTA5	ENSG00000182793
ENSMUSG00000039086	ENSMUSG00000039086.9	SS18L1	ENSG00000184402
ENSMUSG00000053398	ENSMUSG00000053398.11	PHGDH	ENSG00000092621
ENSMUSG00000047797	ENSMUSG00000047797.14	GJB1	ENSG00000169562
ENSMUSG00000049641	ENSMUSG00000049641.14	VGLL2	ENSG00000170162
ENSMUSG00000021886	ENSMUSG00000021886.7	GPR65	ENSG00000140030
ENSMUSG00000021930	ENSMUSG00000021930.14	SPRYD7	ENSG00000123178
ENSMUSG00000024659	ENSMUSG00000024659.15	ANXA1	ENSG00000135046
ENSMUSG00000067825	ENSMUSG00000067825.11	PEX26	ENSG00000215193
ENSMUSG00000038203	ENSMUSG00000038203.18	HOXA13	ENSG00000106031
ENSMUSG00000042155	ENSMUSG00000042155.3	KLHL23	ENSG00000213160
ENSMUSG00000028020	ENSMUSG00000028020.16	GLRB	ENSG00000109738
ENSMUSG00000027221	ENSMUSG00000027221.5	CHST1	ENSG00000175264
ENSMUSG00000064259	ENSMUSG00000064259.2	VN1R5	ENSG00000197617
ENSMUSG00000019756	ENSMUSG00000019756.10	PRL	ENSG00000172179
ENSMUSG00000114982	ENSMUSG00000114982.1	VN1R5	ENSG00000197617
ENSMUSG00000037260	ENSMUSG00000037260.8	HGSNAT	ENSG00000165102
ENSMUSG00000029123	ENSMUSG00000029123.8	STK32B	ENSG00000152953
ENSMUSG00000045761	ENSMUSG00000045761.16	TOGARAM2	ENSG00000189350
ENSMUSG00000041747	ENSMUSG00000041747.3	UTP15	ENSG00000164338
ENSMUSG00000038046	ENSMUSG00000038046.4	MRM3	ENSG00000171861
ENSMUSG00000024899	ENSMUSG00000024899.7	PAPSS2	ENSG00000198682
ENSMUSG00000045394	ENSMUSG00000045394.9	EPCAM	ENSG00000119888
ENSMUSG00000096146	ENSMUSG00000096146.2	KCNJ11	ENSG00000187486
ENSMUSG00000024866	ENSMUSG00000024866.10	ACY3	ENSG00000132744
ENSMUSG00000018924	ENSMUSG00000018924.6	ALOX15	ENSG00000161905
ENSMUSG00000005503	ENSMUSG00000005503.8	EVX1	ENSG00000106038
ENSMUSG00000021185	ENSMUSG00000021185.16	DGLUCY	ENSG00000133943
ENSMUSG00000025860	ENSMUSG00000025860.15	XIAP	ENSG00000101966
ENSMUSG00000107877	ENSMUSG00000107877.2	KIAA0753	ENSG00000198920
ENSMUSG00000072664	ENSMUSG00000072664.11	UGT3A2	ENSG00000168671
ENSMUSG00000033400	ENSMUSG00000033400.14	AGL	ENSG00000162688
ENSMUSG00000005034	ENSMUSG00000005034.15	PRKACB	ENSG00000142875
ENSMUSG00000059395	ENSMUSG00000059395.4	NKAPL	ENSG00000189134
ENSMUSG00000069808	ENSMUSG00000069808.13	TLCD3A	ENSG00000167695
ENSMUSG00000024151	ENSMUSG00000024151.13	MSH2	ENSG00000095002
ENSMUSG00000017499	ENSMUSG00000017499.15	CDC6	ENSG00000094804
ENSMUSG00000078656	ENSMUSG00000078656.11	VPS25	ENSG00000131475
ENSMUSG00000020807	ENSMUSG00000020807.15	KIAA0753	ENSG00000198920
ENSMUSG00000072813	ENSMUSG00000072813.5	PRAMEF2	ENSG00000120952
ENSMUSG00000072813	ENSMUSG00000072813.5	PRAMEF5	ENSG00000270601
ENSMUSG00000072813	ENSMUSG00000072813.5	PRAMEF7	ENSG00000204510
ENSMUSG00000072813	ENSMUSG00000072813.5	PRAMEF26	ENSG00000280267
ENSMUSG00000072813	ENSMUSG00000072813.5	PRAMEF17	ENSG00000204479
ENSMUSG00000072813	ENSMUSG00000072813.5	PRAMEF20	ENSG00000204478
ENSMUSG00000072813	ENSMUSG00000072813.5	PRAMEF6	ENSG00000232423
ENSMUSG00000072813	ENSMUSG00000072813.5	PRAMEF12	ENSG00000116726
ENSMUSG00000072813	ENSMUSG00000072813.5	PRAMEF4	ENSG00000243073
ENSMUSG00000072813	ENSMUSG00000072813.5	PRAMEF1	ENSG00000116721
ENSMUSG00000072813	ENSMUSG00000072813.5	PRAMEF14	ENSG00000204481
ENSMUSG00000072813	ENSMUSG00000072813.5	PRAMEF10	ENSG00000187545
ENSMUSG00000072813	ENSMUSG00000072813.5	PRAMEF15	ENSG00000204501
ENSMUSG00000072813	ENSMUSG00000072813.5	PRAMEF18	ENSG00000279804
ENSMUSG00000072813	ENSMUSG00000072813.5	PRAMEF25	ENSG00000229571
ENSMUSG00000072813	ENSMUSG00000072813.5	PRAMEF13	ENSG00000279169
ENSMUSG00000072813	ENSMUSG00000072813.5	PRAMEF11	ENSG00000239810
ENSMUSG00000072813	ENSMUSG00000072813.5	PRAMEF27	ENSG00000274764
ENSMUSG00000072813	ENSMUSG00000072813.5	PRAMEF33	ENSG00000237700
ENSMUSG00000072813	ENSMUSG00000072813.5	PRAMEF8	ENSG00000182330
ENSMUSG00000072813	ENSMUSG00000072813.5	PRAMEF19	ENSG00000204480
ENSMUSG00000072813	ENSMUSG00000072813.5	PRAMEF9	ENSG00000204505
ENSMUSG00000057173	ENSMUSG00000057173.8	RFX8	ENSG00000196460
ENSMUSG00000090266	ENSMUSG00000090266.10	METTL23	ENSG00000181038
ENSMUSG00000074881	ENSMUSG00000074881.4	MAGEB6	ENSG00000176746
ENSMUSG00000074881	ENSMUSG00000074881.4	MAGEB6B	ENSG00000232030
ENSMUSG00000022364	ENSMUSG00000022364.14	TBC1D31	ENSG00000156787
ENSMUSG00000025872	ENSMUSG00000025872.5	THOC3	ENSG00000051596
ENSMUSG00000029776	ENSMUSG00000029776.11	HIBADH	ENSG00000106049
ENSMUSG00000019359	ENSMUSG00000019359.14	GDPD2	ENSG00000130055
ENSMUSG00000036246	ENSMUSG00000036246.14	GMIP	ENSG00000089639
ENSMUSG00000030607	ENSMUSG00000030607.7	ACAN	ENSG00000157766
ENSMUSG00000020226	ENSMUSG00000020226.9	SLC5A4	ENSG00000100191
ENSMUSG00000016028	ENSMUSG00000016028.10	CELSR1	ENSG00000075275
ENSMUSG00000054102	ENSMUSG00000054102.15	NLRP9	ENSG00000185792
ENSMUSG00000021556	ENSMUSG00000021556.12	GOLM1	ENSG00000135052
ENSMUSG00000024033	ENSMUSG00000024033.10	RSPH1	ENSG00000160188
ENSMUSG00000025038	ENSMUSG00000025038.7	EFHC2	ENSG00000183690
ENSMUSG00000017286	ENSMUSG00000017286.15	GLOD4	ENSG00000167699
ENSMUSG00000020608	ENSMUSG00000020608.7	SMC6	ENSG00000163029
ENSMUSG00000027699	ENSMUSG00000027699.19	ECT2	ENSG00000114346
ENSMUSG00000020383	ENSMUSG00000020383.1	IL13	ENSG00000169194
ENSMUSG00000034120	ENSMUSG00000034120.18	SRSF8	ENSG00000263465
ENSMUSG00000034120	ENSMUSG00000034120.18	SRSF2	ENSG00000161547
ENSMUSG00000029148	ENSMUSG00000029148.15	NRBP1	ENSG00000115216
ENSMUSG00000028641	ENSMUSG00000028641.16	P3H1	ENSG00000117385
ENSMUSG00000044375	ENSMUSG00000044375.8	PCARE	ENSG00000179270
ENSMUSG00000020459	ENSMUSG00000020459.14	MTIF2	ENSG00000085760
ENSMUSG00000027751	ENSMUSG00000027751.13	SUPT20H	ENSG00000102710
ENSMUSG00000020743	ENSMUSG00000020743.15	MIF4GD	ENSG00000125457
ENSMUSG00000003341	ENSMUSG00000003341.9	ATP8B3	ENSG00000130270
ENSMUSG00000004535	ENSMUSG00000004535.12	TAX1BP1	ENSG00000106052
ENSMUSG00000039977	ENSMUSG00000039977.16	DEUP1	ENSG00000165325
ENSMUSG00000029648	ENSMUSG00000029648.13	FLT1	ENSG00000102755
ENSMUSG00000043415	ENSMUSG00000043415.5	OTUD1	ENSG00000165312
ENSMUSG00000054679	ENSMUSG00000054679.8	SRSF12	ENSG00000154548
ENSMUSG00000050138	ENSMUSG00000050138.8	KCNK12	ENSG00000184261
ENSMUSG00000040729	ENSMUSG00000040729.8	CEP126	ENSG00000110318
ENSMUSG00000038527	ENSMUSG00000038527.9	C1RL	ENSG00000139178
ENSMUSG00000063652	ENSMUSG00000063652.10	SLC22A5	ENSG00000197375
ENSMUSG00000056962	ENSMUSG00000056962.11	JMJD6	ENSG00000070495
ENSMUSG00000002814	ENSMUSG00000002814.15	TOP3A	ENSG00000177302
ENSMUSG00000061838	ENSMUSG00000061838.7	SUCLG2	ENSG00000172340
ENSMUSG00000041235	ENSMUSG00000041235.12	CHD7	ENSG00000171316
ENSMUSG00000038709	ENSMUSG00000038709.14	TXNDC8	ENSG00000204193
ENSMUSG00000026426	ENSMUSG00000026426.10	ARL8A	ENSG00000143862
ENSMUSG00000005370	ENSMUSG00000005370.4	MSH6	ENSG00000116062
ENSMUSG00000079084	ENSMUSG00000079084.10	CCDC82	ENSG00000149231
ENSMUSG00000068536	ENSMUSG00000068536.11	AOC1	ENSG00000002726
ENSMUSG00000091337	ENSMUSG00000091337.3	EID1	ENSG00000255302
